pair,omega,kn,kf,same_organ,same_ct
Sple|macrophage vs Lung|bronchial vess..,34.15264980017389,0.01732086378699381,0.5915533951537133,False,False
Bone|monocyte vs Lung|lung microvasc..,33.98966268242911,0.016846506697093838,0.5726070800115026,False,False
Lung|vein EC vs Lung|pericyte cell,33.964130401804475,0.011985921076523243,0.4070913864287721,True,False
Lung|macrophage vs Lung|type ii pneumo..,33.80108348170436,0.01624659572319908,0.5491525383333531,True,False
Lung|club cell vs Lung|intermediate m..,33.701547326872436,0.01612999566115023,0.5436058121565015,True,False
Bone|memory b cell vs Sple|regulatory t c..,33.589942132008055,0.013485481631811968,0.45297654763482154,False,False
Bone|granulocyte vs Lung|bronchial vess..,33.37468561178122,0.018065946779956297,0.6029452940602127,False,False
Lung|type ii pneumo.. vs Lung|EC of artery,33.348529443262365,0.016289235698277286,0.5432220562922404,True,False
Lung|type ii pneumo.. vs Lung|pericyte cell,33.32468366197755,0.017130949073661507,0.5708834587092171,True,False
Live|fibroblast vs Lung|non-classical ..,33.30263535328722,0.017687146113211184,0.5890285774485835,False,False
Lung|lung microvasc.. vs Lung|dendritic cell,33.26170455841281,0.017244734019448416,0.5735892481433038,True,False
Live|t cell vs Sple|type i nk t cell,33.186827737188366,0.012693944677291631,0.4212717553106765,False,False
Live|fibroblast vs Lung|type ii pneumo..,33.1695794880879,0.016423247164254945,0.5447522022672685,False,False
Live|fibroblast vs Lung|basal cell,32.991411633878954,0.014684766528270936,0.48447117728159406,False,False
Kidn|macrophage vs Lung|respiratory go..,32.90875871320382,0.01634933434927254,0.5380362992217051,False,False
Bone|monocyte vs Lung|respiratory go..,32.805069442454,0.016026820121284167,0.5257609470204461,False,False
Sple|classical mono.. vs Sple|nk cell,32.74145829859317,0.014015673719432669,0.45889359661149304,True,False
Lung|classical mono.. vs Lung|club cell,32.604679016418,0.01625533713563007,0.530000049610878,True,False
Lung|capillary EC vs Lung|pericyte cell,32.59523994335662,0.011389687126740152,0.37124958477585523,True,False
Kidn|macrophage vs Lung|basal cell,32.58243645423203,0.0160554111353889,0.5231244130653782,False,False
"Bone|cd4-positive, .. vs Sple|type i nk t cell",32.54305978926254,0.006481022275780422,0.2109122954162647,False,False
Hear|fibroblast of .. vs Hear|smooth muscle ..,32.40894295308019,0.012249517895017246,0.3969939266623489,True,False
Bone|monocyte vs Lung|vein EC,32.30685279441332,0.017269854195549255,0.557934637276591,False,False
Lung|type ii pneumo.. vs Lung|bronchial vess..,32.30200061828305,0.01877218783714805,0.6063792231220819,True,False
Hear|cardiac EC vs Sple|macrophage,32.23231854115265,0.017990026711308,0.5798602715227243,False,False
Lung|basophil vs Lung|lung microvasc..,32.11362443878063,0.017156953832865605,0.550971971902144,True,False
Hear|hepatocyte vs Lung|basal cell,31.95436154862479,0.013370214664258157,0.42723667336443016,False,False
