cell_type,region_a,region_b,omega,kn,kf
Astrocyte,Human A5-A7,Human SpC,115.40561478685585,0.0028385157151237274,0.32758065118600554
Astrocyte,Human A5-A7,Human Sub,92.74015634301836,0.0005353647259751519,0.04964980838747277
Astrocyte,Human A5-A7,Human TF,28.132285008740762,0.0005422268159859596,0.015254079326699047
Astrocyte,Human A5-A7,Human TH-TL,43.77533720969695,0.0005314462973530521,0.023264240875474733
Astrocyte,Human A5-A7,Human V1C,38.72604389066027,0.0006222332882059626,0.02409663362929397
Astrocyte,Human A5-A7,Human V2,32.44739780462923,0.0003264984308121023,0.010594024467147498
Astrocyte,Human A5-A7,Human VA,139.27830958844834,0.0006195656870185804,0.08629206156695353
Astrocyte,Human A5-A7,Human VLN,178.51299794134954,0.0011264448798130537,0.2010850525111114
Astrocyte,Human A5-A7,Human VPL,57.87845151817707,0.0033664423101023447,0.19484446803399857
Astrocyte,Human A13,Human A14,28.552012794022303,0.0005191367464259908,0.014822399025802001
Astrocyte,Human A13,Human A19,32.592918468854165,0.0004918249402090346,0.01603001017718214
Astrocyte,Human A13,Human A23,24.497472471738714,0.00033356382545040317,0.00817147063153911
Astrocyte,Human A13,Human A24,57.97397785020928,0.0003082275813908076,0.01786917897637426
Astrocyte,Human A13,Human A25,42.01232999312604,0.000342505908098847,0.014389471235644059
Astrocyte,Human A13,Human A29-A30,32.26576551773575,0.0011420124765518338,0.036847906786750165
Astrocyte,Human A13,Human A32,39.08069199351952,0.0004178991616340983,0.016331788420172227
Astrocyte,Human A13,Human A35-36,20.84590314910317,0.0025220449167785777,0.05257430407285419
Astrocyte,Human A13,Human A35-A36,50.19223255755226,0.0006733062877108512,0.03379474577524523
Astrocyte,Human A13,Human A35r,45.57198838858446,0.0009801423811463365,0.04466703721276037
Astrocyte,Human A13,Human A38,27.682684262469344,0.00044093616694852234,0.012206296689539415
Astrocyte,Human A13,Human A40,22.289226297522493,0.0005660264825453253,0.01261629235984342
Astrocyte,Human A13,Human A43,17.9888386409583,0.0003913813975356197,0.007040496807341017
Astrocyte,Human A13,Human A44-A45,25.992034811162675,0.00039847681508647557,0.010357223249168905
Astrocyte,Human A13,Human A46,25.556341996440093,0.0005759882569779907,0.014720152881262952
Astrocyte,Human A13,Human ANC,168.86457794875682,0.0011754474888299293,0.19849144410219205
Astrocyte,Human A13,Human AON,42.484607755476745,0.0003124885035529765,0.013275951501544108
Astrocyte,Human A13,Human BL,64.91596640908583,0.0012655335940134106,0.08215333627854422
Astrocyte,Human A13,Human BM,68.6445985676425,0.0009400793088487989,0.06453136677767261
Astrocyte,Human A13,Human BNST,137.06456908376623,0.0009512571499429771,0.13038365134478577
Astrocyte,Human A13,Human CA1-3,59.355285545884676,0.001086202797309163,0.06447187719502406
Astrocyte,Human A13,Human CA1C-CA3C,109.07931769158358,0.0007199702659215325,0.07853386536494876
Astrocyte,Human A13,Human CA1R-CA2R,83.98022318773447,0.0007843881017101045,0.06587308784741794
Astrocyte,Human A13,Human CA1R-CA2R-CA3R,38.3878255676033,0.0012786800386335854,0.04908574627984233
Astrocyte,Human A13,Human CA1U,97.32291139162314,0.0007854550387777445,0.07644277114107034
Astrocyte,Human A13,Human CA1U-CA2U-CA3U,48.35690340321264,0.0013303911219358976,0.06433359497194589
Astrocyte,Human A13,Human CA2U-CA3U,82.92576592632817,0.0007850165493904851,0.0650980986230492
Astrocyte,Human A13,Human CA3R,99.31758803787471,0.001465121934686991,0.14551237673449655
Astrocyte,Human A13,Human CA4C-DGC,137.05887041337792,0.0005358333769775897,0.07344071737833414
Astrocyte,Human A13,Human CBL,137.18419922163088,0.002369450457777006,0.32505116364546527
Astrocyte,Human A13,Human CBV,132.485258756651,0.0025329130885184225,0.3355736459404713
Astrocyte,Human A13,Human CEN,64.84830760790754,0.002056699217745067,0.13337346352927493
Astrocyte,Human A13,Human CM,115.64275249523999,0.0019934179272988774,0.23052433598619837
Astrocyte,Human A13,Human CM-Pf,181.51540148655707,0.0011918402806518282,0.21633736705036744
Astrocyte,Human A13,Human CMN,98.26792209798383,0.0008785378605520982,0.08633209004086297
Astrocyte,Human A13,Human CaB,125.0487849172797,0.0006796883015551154,0.08499419623195678
Astrocyte,Human A13,Human CbDN,157.48952103953562,0.0016286724930607117,0.2564988508623979
Astrocyte,Human A13,Human Cla,81.55399746587908,0.0008115245923845937,0.06618307455083171
