pair_type,cancer,sample_a,sample_b,kn,kf,omega_floor,omega_raw
TT,TCGA-LIHC,TCGA-DD-A4NL-01,TCGA-DD-AACP-01,0.004000486807846684,0.3259354099317533,81.47393694498706,81.47393694498706
TT,TCGA-LIHC,TCGA-DD-AACF-01,TCGA-FY-A3RA-01,0.006338726177151298,0.3850322933118971,60.742849990869196,60.742849990869196
TT,TCGA-LIHC,TCGA-ED-A7PZ-01,TCGA-HU-8249-01,0.008364618825093349,0.4628925195432618,55.33934411387789,55.33934411387789
TT,TCGA-LIHC,TCGA-DD-AAE6-01,TCGA-FY-A3TY-01,0.007549005847351074,0.506541832732079,67.10046898557154,67.10046898557154
TT,TCGA-LIHC,TCGA-K7-AAU7-01,TCGA-MI-A75G-01,0.0037946044992800748,0.12659565494342517,33.36201571664276,33.36201571664276
TT,TCGA-LIHC,TCGA-DD-A1EE-01,TCGA-DD-A4NE-01,0.0026143706012639475,0.3242122403213902,124.0115843425741,124.0115843425741
TT,TCGA-LIHC,TCGA-EP-A26S-01,TCGA-G3-A7M9-01,0.0031281809511923132,0.30907245938311756,98.80261538748707,98.80261538748707
TT,TCGA-LIHC,TCGA-DD-AACY-01,TCGA-RC-A6M4-01,0.0030675670940192323,0.3590039050071163,117.032128068872,117.032128068872
TT,TCGA-LIHC,TCGA-ES-A2HS-01,TCGA-FY-A3R9-01,0.016831832940264572,0.2737805136594171,16.265638723426733,16.265638723426733
TT,TCGA-LIHC,TCGA-HU-A4G6-01,TCGA-XR-A8TF-01,0.005765793239923182,0.3980811499438997,69.04187045548711,69.04187045548711
TT,TCGA-LIHC,TCGA-BC-4072-01,TCGA-FY-A3BL-01,0.002622699549181292,0.08934785609818816,34.06713366236677,34.06713366236677
TT,TCGA-LIHC,TCGA-BC-A217-01,TCGA-YA-A8S7-01,0.003204807809662764,0.36967293211307434,115.34948554433731,115.34948554433731
TT,TCGA-LIHC,TCGA-DD-AACZ-01,TCGA-F5-6702-01,0.002525503572074902,0.4962230703414586,196.4848024086428,196.4848024086428
TT,TCGA-LIHC,TCGA-DD-A115-01,TCGA-XR-A8TE-01,0.0034843821919479812,0.3546289726603644,101.77671481615089,101.77671481615089
TT,TCGA-LIHC,TCGA-RC-A6M4-01,TCGA-ZP-A9CV-01,0.0030442764932391043,0.18198571790244292,59.779628528028496,59.779628528028496
TT,TCGA-LIHC,TCGA-DD-AACU-01,TCGA-FY-A3YR-01,0.0033834760758797286,0.041979780637512724,12.407293474536441,12.407293474536441
TT,TCGA-LIHC,TCGA-ED-A459-01,TCGA-EP-A12J-01,0.003663563647939957,0.34888269923907633,95.23041845751885,95.23041845751885
TT,TCGA-LIHC,TCGA-FV-A3R3-01,TCGA-UB-A7MF-01,0.003063453348865223,0.33424863009852535,109.10844463237513,109.10844463237513
TT,TCGA-LIHC,TCGA-DD-A1EA-01,TCGA-FY-A3NM-01,0.003055008671340842,0.31262292903324695,102.33127387361453,102.33127387361453
TT,TCGA-LIHC,TCGA-ED-A5KG-01,TCGA-FY-A3R9-01,0.0022388585707655132,0.03862874385325014,17.253766878200864,17.253766878200864
TT,TCGA-LIHC,TCGA-DD-A4NV-01,TCGA-K7-A5RG-01,0.0020666065451004595,0.2830156177608064,136.94702478891492,136.94702478891492
TT,TCGA-LIHC,TCGA-DD-AAEE-01,TCGA-G3-A3CJ-01,0.005590811864614922,0.2131691442339158,38.12847747267171,38.12847747267171
TT,TCGA-LIHC,TCGA-DD-A4NG-01,TCGA-F5-6864-01,0.0040201750138783455,0.45484559473492825,113.14074466030009,113.14074466030009
TT,TCGA-LIHC,TCGA-DD-AAE9-01,TCGA-ED-A8O5-01,0.004535176005276997,0.3862889114159186,85.17616757683588,85.17616757683588
TT,TCGA-LIHC,TCGA-FY-A3NM-01,TCGA-G3-A6UC-01,0.004055377240133133,0.23722095757961342,58.49541079236953,58.49541079236953
TT,TCGA-LIHC,TCGA-BC-A112-01,TCGA-FY-A40L-01,0.002412583139279897,0.29065605910537273,120.47504368787357,120.47504368787357
TT,TCGA-LIHC,TCGA-DD-AADN-01,TCGA-HU-A4GC-01,0.020033891429342133,0.47687907716042655,23.80361692796127,23.80361692796127
TT,TCGA-LIHC,TCGA-DD-A1EA-01,TCGA-DD-AACT-01,0.004276598634291463,0.33420720277221727,78.14790008405546,78.14790008405546
TT,TCGA-LIHC,TCGA-BC-A10Y-01,TCGA-HU-8608-01,0.006343842014472096,0.28378071953530243,44.73325768326488,44.73325768326488
TT,TCGA-LIHC,TCGA-DD-AAEE-01,TCGA-G3-AAV2-01,0.002515017510040434,0.25049155762474895,99.59833544885412,99.59833544885412
TT,TCGA-LIHC,TCGA-DD-AAD8-01,TCGA-DD-AAVX-01,0.003288305784636655,0.29864092376003604,90.81908536466437,90.81908536466437
TT,TCGA-LIHC,TCGA-DD-AADU-01,TCGA-G3-AAV6-01,0.005833884070871411,0.39916601100531157,68.42199916147594,68.42199916147594
TT,TCGA-LIHC,TCGA-DD-AAW2-01,TCGA-ED-A8O6-01,0.003153836911731288,0.337453774913062,106.99785193642683,106.99785193642683
TT,TCGA-LIHC,TCGA-FV-A4ZQ-01,TCGA-FY-A3NP-01,0.0035402943560428226,0.3940156318568292,111.29459650277262,111.29459650277262
TT,TCGA-LIHC,TCGA-G3-A7M6-01,TCGA-MI-A75C-01,0.006431013273042835,0.09353562318580366,14.54446122477792,14.54446122477792
TT,TCGA-LIHC,TCGA-DD-A1EG-01,TCGA-DD-A4NG-01,0.0028001584340518583,0.24095563936472864,86.05071642894981,86.05071642894981
TT,TCGA-LIHC,TCGA-DD-AAD6-01,TCGA-G3-AAV5-01,0.004251237029010853,0.3150666548196468,74.11175915847585,74.11175915847585
TT,TCGA-LIHC,TCGA-G3-A7M8-01,TCGA-G3-AAV2-01,0.002497311325137702,0.3566128472864458,142.79871464034713,142.79871464034713
